p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
1.7072831183829e-06	1.76658951113856	0.992	1	0.0624882694159326	5	GNLY
1.88915776199158e-06	-0.402797306539609	0.012	0.167	0.0691450632466539	5	AC107081.2
1.93526182118028e-06	-0.837885283149755	0.119	0.583	0.0708325179170194	5	FILIP1L
1.99338791770466e-06	-1.08188559978901	0.067	0.417	0.0729599911759082	5	GOT1
2.7003483453279e-06	-0.567343131676417	0.045	0.333	0.0988354497873466	5	RIC3
2.96501308800522e-06	-1.37727773500121	0.269	0.833	0.108522444034079	5	CD3D
3.30238155390727e-06	-0.46166041767241	0.012	0.167	0.12087046725456	5	SPESP1
3.61801319749617e-06	-0.307911350395668	0.012	0.167	0.132422901041557	5	ATG9B
3.81377475218166e-06	-0.502910945921872	0.027	0.25	0.139587969704601	5	GUF1
4.01415572877241e-06	-0.333023893165151	0.012	0.167	0.146922113828799	5	ACAD10
4.12504235165136e-06	-0.344414752186985	0.026	0.25	0.150980675112791	5	TNFSF9
5.4489889228321e-06	-0.337695902136177	0.027	0.25	0.199438443564578	5	ADCK2
5.8852459119077e-06	-0.902843545232319	0.13	0.583	0.215405885621734	5	CSGALNACT1
6.42932132100152e-06	-0.361572195179433	0.013	0.167	0.235319589669976	5	AC016773.1
6.67399924194498e-06	-0.310375284707695	0.013	0.167	0.244275046254428	5	USP12-AS1
1.00995251905282e-05	-0.376806165413475	0.028	0.25	0.369652721498524	5	AC012447.1
1.27222914101016e-05	-0.680557048640647	0.051	0.333	0.465648587901128	5	PIEZO1
1.28272528474323e-05	-0.514718936678903	0.049	0.333	0.469490281468869	5	PDK1
1.476692625152e-05	-0.324680885357463	0.014	0.167	0.540484267731883	5	GSTZ1
1.58169115366101e-05	-0.654404708852636	0.078	0.417	0.578914779151468	5	CD5
1.807087525925e-05	-0.522031303181144	0.031	0.25	0.661412105363808	5	MEF2B
1.82319267400934e-05	-0.945110123523376	0.082	0.417	0.667306750614159	5	PASK
2.12266494583419e-05	-0.479358307103647	0.051	0.333	0.776916596824771	5	CEP295
2.39355491755263e-05	-0.446243241731849	0.031	0.25	0.876065035373437	5	TMEM14A
2.46137228992014e-05	-0.801127152666972	0.032	0.25	0.90088687183367	5	LYZ
2.92364870916293e-05	-0.311130149396667	0.031	0.25	1	5	AC004448.2
3.33194651928889e-05	-0.78900891664913	0.173	0.667	1	5	CD3G
3.41559203759765e-05	-0.462810604227394	0.032	0.25	1	5	U2AF1L5
3.45005637723043e-05	-0.692277039970471	0.056	0.333	1	5	KIZ-AS1
3.65387643702444e-05	-0.545555560894883	0.054	0.333	1	5	B4GALT3
3.84425504408721e-05	-0.651058847932114	0.082	0.417	1	5	ZC3H12D
3.87716585077601e-05	-0.450837565898609	0.032	0.25	1	5	GDPD5
3.97311434895735e-05	2.03437444218508	0.823	0.333	1	5	CD7
4.06687808825093e-05	1.57704267761537	0.985	0.833	1	5	NKG7
4.17728641820336e-05	-0.468797590964171	0.054	0.333	1	5	POLG2
4.48457283430125e-05	-0.755869798722914	0.145	0.583	1	5	CCDC66
4.5454918782408e-05	-0.944583460127124	0.144	0.583	1	5	SESN3
4.90890119556332e-05	-0.272771148225992	0.016	0.167	1	5	MT1E
4.93173565154566e-05	-0.394994672526103	0.033	0.25	1	5	UVSSA
5.51736783603709e-05	-0.648758125838296	0.034	0.25	1	5	TKTL1
6.0367648474107e-05	-0.366332962506896	0.016	0.167	1	5	DLGAP4-AS1
6.11750184235161e-05	-0.777374320941343	0.122	0.5	1	5	CFAP36
6.2855323001538e-05	-0.454502085332104	0.016	0.167	1	5	PTMS
6.37801695798048e-05	-0.466353022195416	0.056	0.333	1	5	HABP4
6.40579668003968e-05	-0.419407494666131	0.033	0.25	1	5	ETS2
6.61208917633733e-05	-0.761460635616434	0.035	0.25	1	5	UBE3D
6.79420884654351e-05	-1.26332192556662	0.217	0.667	1	5	TRPS1
7.08658263226993e-05	-0.546584471549233	0.057	0.333	1	5	NCAPD3
7.30757206182137e-05	-0.30338227592509	0.016	0.167	1	5	AL049840.5
7.38591782154649e-05	-0.642434254958343	0.148	0.583	1	5	CNIH4
7.50689687999364e-05	1.97498153364856	0.899	0.583	1	5	GZMB
8.79333953673974e-05	-0.438169600693661	0.035	0.25	1	5	JAML
9.6396151800503e-05	-0.252826586999452	0.017	0.167	1	5	RHNO1
0.000100606444265126	2.2850496768322	0.696	0.167	1	5	KLRB1
0.00010342194592209	-0.410488362506154	0.035	0.25	1	5	TSHZ3
0.000113057080535042	-0.599881481983864	0.037	0.25	1	5	HLA-DMA
0.000118590126109441	-0.736251903112376	0.192	0.667	1	5	MZT2A
0.000123936849169447	-0.644050004302397	0.037	0.25	1	5	LINC00685
0.000134688249163488	-0.671153102267278	0.185	0.667	1	5	LEF1
0.00013668418227192	-0.388098964365943	0.059	0.333	1	5	TIMMDC1
0.000138707961914497	-0.614160083924385	0.038	0.25	1	5	FGFR1
0.000142274357285864	-0.315794179104191	0.036	0.25	1	5	KLHL25
0.000143683207980321	-0.890421190885435	0.135	0.5	1	5	TRAT1
0.000160987380717903	-1.33551648005744	0.164	0.583	1	5	TSHZ2
0.000162413829217102	1.94938930522686	0.816	0.417	1	5	FNDC3B
0.000171781218590828	-1.10825730158471	0.298	0.75	1	5	SAMHD1
0.000173125736307288	-0.813969286545739	0.253	0.75	1	5	CD6
0.000184241738698051	-0.745618177941122	0.132	0.5	1	5	MRPS15
0.000206551465155297	-0.893183715926297	0.998	1	1	5	RPS12
0.000208862067036345	-0.711723787100114	0.064	0.333	1	5	ZNF461
0.000215074049217221	-1.09648230045369	0.35	0.833	1	5	IL7R
0.000218409751049918	-0.445098355591022	0.039	0.25	1	5	C2orf69
0.000227095836612557	-0.852361956105308	0.263	0.75	1	5	CD3E
0.000228187271362537	-0.619396827539205	0.067	0.333	1	5	MAL
0.000234442980617475	-0.602955959811968	0.095	0.417	1	5	LGALS8
0.000238433422853598	-1.21317482001319	0.227	0.667	1	5	CAMK4
0.000239805928007408	-1.10078784732139	0.19	0.583	1	5	DUSP16
0.00024417283234105	-0.881341986899346	0.996	1	1	5	RPL34
0.000253534403226133	-0.394487027811379	0.063	0.333	1	5	ZNF124
0.000257160880638444	-0.668746123906783	0.249	0.75	1	5	PEBP1
0.00028465676447395	-0.31923319679784	0.019	0.167	1	5	TIGD5
0.000300463774554481	-1.1452210139865	0.87	0.917	1	5	RPS10
0.000301867306594996	-0.588796622495526	0.202	0.667	1	5	PLEKHB2
0.000319444190081067	-0.626077761103754	0.097	0.417	1	5	PKIA
0.000336660073173808	-0.456659582539392	0.04	0.25	1	5	PES1
0.000342264167206409	-0.761018447602808	0.992	1	1	5	RPS4X
0.000349593188563728	-0.454198133224151	0.02	0.167	1	5	FANCD2
0.000379672214947916	-0.427665909070702	0.02	0.167	1	5	ABCA3
0.000387414955376318	-0.553276275663961	0.097	0.417	1	5	AASDHPPT
0.000388168240799877	-0.524929521380849	0.128	0.5	1	5	MRPS18B
0.00042002571154588	-0.484559825344629	0.02	0.167	1	5	ARL10
0.000423672569840777	1.89187621142723	0.734	0.417	1	5	TYROBP
0.000432874891148857	-0.257780957679839	0.02	0.167	1	5	FGD6
0.000450878510044927	-0.279140377204542	0.02	0.167	1	5	DISC1FP1
0.000454518633935836	-0.573692420939016	0.069	0.333	1	5	KANSL1-AS1
0.000459024957555817	-0.595625660621158	0.042	0.25	1	5	SLC16A10
0.000490210772856702	-0.667272996716388	0.178	0.583	1	5	ASXL2
0.000492453756367947	-0.647206505391535	0.021	0.167	1	5	CD99L2
0.000494786198045742	-0.818275927279902	0.983	1	1	5	RPS13
0.000495330582820017	-0.474183768381063	0.098	0.417	1	5	SRSF8
0.00050028728648548	-0.538540856693234	0.021	0.167	1	5	CENPM
0.000501175019728792	-0.394019140198665	0.02	0.167	1	5	IRAK1BP1
0.000502039843763173	-0.653045865552145	0.07	0.333	1	5	FBXO31
0.00050734649695335	-0.555225842221315	0.135	0.5	1	5	ICOS
0.000515736532207557	-0.495585834173403	0.132	0.5	1	5	RNF2
0.000528594600839075	-0.404928402184506	0.042	0.25	1	5	AFF3
0.000530578452583816	-0.63453396237953	0.982	1	1	5	RPL18
0.000545582825159865	-0.729151410927126	0.999	1	1	5	RPS15A
0.000554105463849047	-0.399221883179987	0.021	0.167	1	5	PSKH1
0.00056064629486052	-0.45912817067328	0.042	0.25	1	5	PACC1
0.00056344350447374	-0.631460688189822	0.139	0.5	1	5	KIF1B
0.000565258198566825	-0.51057421000853	0.071	0.333	1	5	AC025164.1
0.000575740116004267	-0.311960713544205	0.041	0.25	1	5	TMEM41A
0.000597007231942565	-0.597890029639434	0.104	0.417	1	5	MAP2K5
0.000598225940216608	-0.722741065807757	0.995	1	1	5	RPS15
0.000601779725561963	-0.826769186970525	0.995	1	1	5	RPL11
0.00060651141522951	-0.773660182532629	0.073	0.333	1	5	ZNF821
0.000608524695785744	-0.326926742789711	0.021	0.167	1	5	SH3RF3
0.000622311510533277	-0.481191126442069	0.044	0.25	1	5	PRR3
0.000630925382980532	0.905578068878031	0.996	1	1	5	HLA-B
0.000637562187671591	-0.310085076221389	0.021	0.167	1	5	NEDD4
0.000643121717683893	-0.779541661176299	0.52	1	1	5	GMFG
0.00064605878019304	-0.608489781899576	0.18	0.583	1	5	EXOSC6
0.000652559472012274	-0.36283644643826	0.021	0.167	1	5	ATG4C
0.000683793945362415	-0.409393020915721	0.021	0.167	1	5	TEC
0.000694300294723167	-0.301154292998921	0.021	0.167	1	5	AL109741.1
0.000717628321594062	-0.307799391158808	0.042	0.25	1	5	EPDR1
0.000719099721618037	-0.707289846235561	0.188	0.583	1	5	KDM3B
0.000748766222945583	-0.501729952805379	0.175	0.583	1	5	ZNF10
0.000752097380279048	1.26395771518989	0.929	0.833	1	5	GNG2
0.000766332821338763	-0.403924824255235	0.021	0.167	1	5	PDE7B
0.000776871316209416	-0.670185580561337	0.047	0.25	1	5	EBAG9
0.00078504145950394	-0.747453414592351	0.974	1	1	5	RPL8
0.000787512058302803	-0.415116545901294	0.044	0.25	1	5	TMTC3
0.000813628899466539	-0.396482222100938	0.071	0.333	1	5	GNS
0.000818878010399495	-0.434583757251329	0.072	0.333	1	5	RCE1
0.000823437656502736	-0.433707992988954	0.022	0.167	1	5	ALG1
0.000826856854395007	-0.393519793079173	0.045	0.25	1	5	SLFN11
0.000828967882672292	-0.595849390262369	0.109	0.417	1	5	RNASEH2B
0.000829855785352956	-0.559528344718294	0.141	0.5	1	5	SRRT
0.000832086351192769	-1.06252522342229	0.464	0.833	1	5	SEPTIN6
0.000852957521881731	-0.66704499568095	0.195	0.583	1	5	SNHG32
0.000863202408569281	-0.541018371989181	0.142	0.5	1	5	CNIH1
0.0008896312967957	-0.507638451700954	0.046	0.25	1	5	TRIM25
0.00089597454391429	-0.730828118079931	0.998	1	1	5	RPL13
0.000940371122598303	-0.348333111106139	0.071	0.333	1	5	MYCBP
0.000964355438511144	-0.283202249573165	0.044	0.25	1	5	QTRT1
0.000968530066041456	1.29854686642249	0.852	0.583	1	5	EFHD2
0.00097541182443363	-0.403714191509547	0.103	0.417	1	5	FLOT2
0.000983481845900127	-0.416621798616247	0.023	0.167	1	5	SLC35A2
0.00101104862624037	-0.541741039031967	0.144	0.5	1	5	TRMO
0.00101691595799866	-0.612290828208164	0.185	0.583	1	5	PQBP1
0.00101980610132858	-0.303222669964977	0.023	0.167	1	5	MT1F
0.00105131541449258	-0.52826779258683	0.109	0.417	1	5	MAGED1
0.00105292719871539	-0.692915647380461	0.195	0.583	1	5	RAD51B
0.00105294482565123	-0.483880804630307	0.105	0.417	1	5	NMI
0.00105382967650347	-0.573557006717212	0.111	0.417	1	5	TNFRSF25
0.00105865850964825	1.74216170178132	0.515	0	1	5	LAT2
0.00106912135947141	-0.383661203559549	0.045	0.25	1	5	FAM118B
0.00108394140696584	-1.01491433995501	0.254	0.667	1	5	SERINC5
0.00110080691511309	-0.370992350548831	0.046	0.25	1	5	KLC4
0.00111143939058697	-0.831770370773177	0.08	0.333	1	5	RWDD3
0.00113254636854727	-0.386828271720143	0.046	0.25	1	5	RGS19
0.00114512422145496	-1.0692637093882	0.323	0.75	1	5	LDLRAD4
0.00116719353169257	1.23855892198729	0.926	0.667	1	5	NFKB1
0.00116946090541108	-0.282919102893315	0.023	0.167	1	5	LINC00862
0.0011737309238568	-0.698782147553754	0.048	0.25	1	5	CADM1
0.00121251349444676	-0.517161363871629	0.047	0.25	1	5	UBE2E2
0.00125060969118481	-0.670084227616399	0.078	0.333	1	5	IGKC
0.00128686646801237	-0.329401328696781	0.023	0.167	1	5	ARRDC5
0.00131012416261869	-0.272908820889387	0.046	0.25	1	5	MRPL35
0.00132333737199882	-0.445635530553144	0.048	0.25	1	5	PSMG4
0.00137522658885219	-0.515377803020651	0.111	0.417	1	5	TMEM147
0.00137801483618718	-0.686421857917488	0.993	1	1	5	RPL39
0.001390159545485	-0.258093019207383	0.023	0.167	1	5	ALDH3A2
0.00142641780517029	-0.818613448870824	0.12	0.417	1	5	MAPKAPK5-AS1
0.00147999555545234	-0.319286114695266	0.024	0.167	1	5	DNAJC14
0.00148260189445461	-0.458848575237689	0.048	0.25	1	5	EPB41L5
0.00148781383727457	-0.56716007355456	0.024	0.167	1	5	LINC00265
0.00150424859088882	-0.429195596473271	0.143	0.5	1	5	MAST2
0.00151499532939079	-0.769868711392832	0.196	0.583	1	5	RNF114
0.00155297817876524	-0.325013061243143	0.024	0.167	1	5	PAXIP1-AS1
0.00162085768428202	-0.291975381848174	0.047	0.25	1	5	ZNF786
0.00165844165076299	-0.352739996169167	0.024	0.167	1	5	ZNF483
0.00167253104898591	-0.589634316689549	0.294	0.75	1	5	JPX
0.00169694878616481	-0.712474049732157	0.997	1	1	5	RPL32
0.00170678564308499	1.35055407610216	0.823	0.75	1	5	KLRD1
0.00171625861621334	-0.351902103581136	0.048	0.25	1	5	TBC1D17
0.00175846730456549	-0.530028179609537	0.149	0.5	1	5	FKBP5
0.00182096628851854	-0.424893852162033	0.049	0.25	1	5	MBIP
0.00182128682402333	-0.340801000882585	0.048	0.25	1	5	CACNA2D2
0.001826457768255	-0.944255443575901	0.287	0.667	1	5	GPR183
0.00182648261075085	-0.63369382956267	0.025	0.167	1	5	PMM1
0.00182674525807726	-0.61615090464347	0.052	0.25	1	5	ABCB10
0.00183187318767642	-0.723848986423129	0.997	1	1	5	RPS3A
0.00183457887571543	-0.297671159324422	0.024	0.167	1	5	DNM3
0.00184830825737823	-0.519725268944898	0.082	0.333	1	5	AC119396.1
0.00186176484469126	-0.942530961550355	0.594	0.833	1	5	RPS20
0.00186587535897514	-0.438240863710052	0.268	0.75	1	5	YIPF5
0.00188650910101672	1.55793761028324	0.607	0.083	1	5	ARHGAP31
0.00188905086897914	-0.657651473624275	0.121	0.417	1	5	CMTM7
0.00196334063140371	-0.332076090904406	0.025	0.167	1	5	DARS2
0.00196334063140371	-0.405173383835044	0.025	0.167	1	5	MANBAL
0.00197857753739009	-0.611592150018405	0.05	0.25	1	5	NFYA
0.00200114650618788	-0.932870546728052	0.626	0.917	1	5	COMMD6
0.00200775118104138	-0.322204635482494	0.049	0.25	1	5	DZIP3
0.0020130597721224	-0.799387262014069	0.396	0.833	1	5	GAS5
0.0020424783632098	-0.365500839273239	0.025	0.167	1	5	HDHD5
0.00204575496072943	-0.769304896117963	0.226	0.583	1	5	C1QBP
0.00206911471913476	-0.608812335224742	0.083	0.333	1	5	HLA-DRB1
0.00208265525127585	-0.927846171500461	0.124	0.417	1	5	FAM117B
0.00208511029529775	-0.646265968798302	0.121	0.417	1	5	BZW2
0.00209095161986928	-0.657026800123884	0.026	0.167	1	5	DNAJC6
0.00210050718876216	-0.584807343720618	0.254	0.667	1	5	SNRPE
0.00210294207470107	1.65523915427118	0.475	0	1	5	MATK
0.00211196535944211	1.62644616497733	0.583	0.167	1	5	RHOF
0.00216412532641522	-0.434167852057029	0.025	0.167	1	5	AVIL
0.00220452760882927	-0.378072464405311	0.05	0.25	1	5	MPDU1
0.00223783530097705	-0.68725601500431	0.435	0.917	1	5	ADK
0.00224976278443624	-0.315659076658295	0.025	0.167	1	5	KCTD21
0.00227710025212107	-0.569718984246489	0.161	0.5	1	5	UBE2D1
0.00235359152444411	-0.28715691832646	0.025	0.167	1	5	TFPT
0.00238340571225061	-0.413072643768917	0.081	0.333	1	5	NAA60
0.00239941810940479	-0.308711587241546	0.025	0.167	1	5	ZNF764
0.00241977855335982	-0.611877034335094	0.053	0.25	1	5	STMN3
0.00244231160132598	-0.458525335405496	0.117	0.417	1	5	NELL2
0.00247269792216196	-0.419785835496072	0.225	0.667	1	5	MEAF6
0.00249109845761176	-0.722561380963433	0.334	0.75	1	5	ZEB1
0.00256560588198108	-0.806024724773637	0.053	0.25	1	5	S100A9
0.00260569988222095	-0.567013517880766	0.165	0.5	1	5	TESPA1
0.00261027092673625	-0.550720827435179	0.124	0.417	1	5	GRSF1
0.00263950354460386	-0.606587869537064	0.054	0.25	1	5	IFNGR2
0.00266457338229565	-0.328072747791393	0.08	0.333	1	5	LTBP3
0.00267917856666926	-0.500009388303495	0.122	0.417	1	5	KANSL2
0.0027609895529021	-0.409447617211509	0.151	0.5	1	5	MFSD10
0.00281852480441553	-0.277271714573533	0.026	0.167	1	5	FAM135A
0.00284387490240224	-0.469818618779025	0.12	0.417	1	5	AK3
0.00286894960972981	0.987228567192298	0.935	0.75	1	5	CYBA
0.00288552801931316	-0.526988255980586	0.205	0.583	1	5	ZFAND5
0.00290866643585883	-0.369769765473192	0.026	0.167	1	5	HEBP1
0.00291847988211905	1.23942645737362	0.839	0.583	1	5	APOBEC3G
0.00292951057604161	-0.433875235277805	0.156	0.5	1	5	POLE3
0.00295713675525393	-0.93710048169168	0.78	1	1	5	RPL7
0.00295922495153029	-0.510806734381767	0.161	0.5	1	5	COPS2
0.00299581152445086	-0.508893601331391	0.086	0.333	1	5	NR4A1
0.0030068518751622	-0.67978636380278	0.09	0.333	1	5	NARS2
0.00301147979863075	-0.854823414948497	0.329	0.75	1	5	TTC3
0.00303242488057709	1.47438848453077	0.623	0.25	1	5	RIN3
0.00303363209358557	-0.332300207222773	0.027	0.167	1	5	ZNF563
0.00308608675927466	-0.36483531113534	0.083	0.333	1	5	PLPBP
0.00317118202667693	-0.257723006463622	0.026	0.167	1	5	PLEKHA8
0.0031825651499205	-0.374695094330244	0.053	0.25	1	5	GNE
0.00327005210440854	-0.271602379800199	0.026	0.167	1	5	SDCBP2-AS1
0.00333071404413665	-0.266432056026446	0.026	0.167	1	5	PDSS1
0.0033510501885465	1.51426362566194	0.636	0.25	1	5	PTK2B
0.00337641393938189	-0.689424816677341	0.987	1	1	5	RPS2
0.0034462193621438	-0.755421205443662	0.416	0.833	1	5	MPP7
0.00345008094502476	-0.63661662471861	0.214	0.583	1	5	ZNF407
0.00352284975775138	-0.708509589040101	0.057	0.25	1	5	ZNF253
0.00352487702602705	-0.434047373609939	0.054	0.25	1	5	CD8B
0.00354448159139379	-0.346537338261705	0.053	0.25	1	5	ANKRD37
0.00356186189093145	-0.447158652522424	0.088	0.333	1	5	DGCR6L
0.00360189105874565	-0.368627999335674	0.054	0.25	1	5	SETDB2
0.00364002823013502	-0.448632567722055	0.055	0.25	1	5	DMAP1
0.00368309102864193	-0.310652164705	0.027	0.167	1	5	HLA-DRB5
0.00369079306822108	-0.444679818284626	0.027	0.167	1	5	TYSND1
0.00370221258198562	-0.749925806123148	0.129	0.417	1	5	CHD7
0.00373161250804803	-0.879068643307444	0.472	0.917	1	5	FYB1
0.00373402352238799	-0.689156792632109	0.344	0.75	1	5	CCT4
0.0037404708636455	1.45507983806884	0.609	0.25	1	5	OTULIN
0.00375428644679526	-1.07540416365495	0.316	0.667	1	5	LTB
0.00380215251697687	-0.362009995098379	0.027	0.167	1	5	NEMP1
0.00380367563584125	-0.66554327631277	0.549	0.917	1	5	H2AFZ
0.00380551653476433	-0.596515456920917	0.315	0.75	1	5	ATP5IF1
0.00388727057632453	-0.270731106054305	0.027	0.167	1	5	CD79A
0.00389537003592548	-0.428289838508692	0.162	0.5	1	5	HPCAL1
0.00394236109234702	-0.687531395858868	0.171	0.5	1	5	WWP1
0.0039485145520835	-0.368853314421682	0.085	0.333	1	5	MTO1
0.00397986874427187	1.29595253804433	0.782	0.333	1	5	REL
0.00402741464217348	1.55359222955405	0.616	0.25	1	5	FCER1G
0.0040382624134022	-0.48365620231871	0.166	0.5	1	5	PHAX
0.00407694186672645	-0.421813245420519	0.16	0.5	1	5	MICOS13
0.00408907221126789	-0.41393824699533	0.158	0.5	1	5	ZMYM5
0.00411525016421234	-0.303405609901642	0.084	0.333	1	5	CDK5RAP3
0.00411894021749146	-0.468386985090353	0.127	0.417	1	5	GTF2H1
0.00415167923068941	-0.466130136102571	0.089	0.333	1	5	PRAG1
0.00420400314141121	-0.640606289493863	0.028	0.167	1	5	AC087500.1
0.00427007273323723	-0.701017475718773	0.796	1	1	5	ANKRD12
0.0043854325462642	-0.381131728352796	0.056	0.25	1	5	ZNF780B
0.00443809356725717	-0.470563768071314	0.206	0.583	1	5	MARCH5
0.00444057213805825	-0.643507781290925	0.029	0.167	1	5	AC011511.2
0.00444977663701999	-0.337049237325683	0.028	0.167	1	5	UBXN11
0.00446804238013905	-0.482098712899594	0.057	0.25	1	5	NDUFAF5
0.00448306117794553	-0.296376103919383	0.085	0.333	1	5	AGGF1
0.00449892547652867	-0.300457377193191	0.055	0.25	1	5	SLC1A4
0.00456567990792092	-0.502647793900257	0.214	0.583	1	5	KMT5B
0.00464600896852713	-0.405280204201627	0.056	0.25	1	5	TMEM260
0.0046729204007608	-0.42887676581543	0.248	0.667	1	5	PSMD9
0.00471343647922393	-0.487086707229518	0.057	0.25	1	5	FAM200B
0.00472086832791247	-0.274186988509489	0.028	0.167	1	5	TMEM44-AS1
0.00478448406356645	-0.491825144905689	0.058	0.25	1	5	NQO2
0.00488699822944421	-0.793037453260784	0.645	0.917	1	5	SNHG29
0.00490427251261182	-0.347647875492129	0.028	0.167	1	5	NCKAP5L
0.00490833439389161	-0.431790866163877	0.091	0.333	1	5	PCAT1
0.00499875221604062	-0.668520781756865	0.954	1	1	5	RPS5
0.0050214996191861	-0.694702460096832	0.98	1	1	5	RPL35A
0.00502873736405121	0.819297207486444	0.961	0.917	1	5	AKAP13
0.00506891186690495	-0.424218416552774	0.21	0.583	1	5	MAP3K1
0.00507444774052883	-0.34210451073824	0.028	0.167	1	5	BOP1
0.00510045484040108	-0.276800578687614	0.12	0.417	1	5	RBM28
0.00510838830370018	-0.378944960954186	0.056	0.25	1	5	GOLGA5
0.00516540540235948	-0.664676056394273	0.339	0.75	1	5	PPP3R1
0.00527971980386944	-0.290627478512943	0.028	0.167	1	5	EXOSC2
0.00529124167359033	-0.66289682781615	0.231	0.583	1	5	SS18L2
0.00532049939430765	-0.3836364526895	0.029	0.167	1	5	TCEAL4
0.00539217595962508	-0.50066856144281	0.983	1	1	5	RPLP2
0.00548831111743536	-0.514919482176792	0.177	0.5	1	5	PDCD2
0.0055715155279065	-0.632864929053792	0.869	1	1	5	SARAF
0.00566832793867922	-0.486569262970991	0.093	0.333	1	5	PGD
0.00571143074652529	-0.491733225203143	0.059	0.25	1	5	HIST1H1C
0.00575903031214814	-0.637292389589788	0.999	1	1	5	RPS14
0.00578331678056791	-0.260908887879322	0.056	0.25	1	5	SPTSSA
0.0058439316736899	-0.753393412399636	0.234	0.583	1	5	CERK
0.00588741869515088	-0.375791792581733	0.09	0.333	1	5	SUPT7L
0.00594883421719634	-0.429930942544164	0.093	0.333	1	5	ATG16L1
0.00608605458096972	-0.830525714102325	0.298	0.667	1	5	CMSS1
0.00608728030190577	-0.632104765670028	0.423	0.833	1	5	C12orf57
0.00612612391760066	-0.672938219398616	0.228	0.583	1	5	IMMP2L
0.00616886471679617	-0.787973444846497	0.895	1	1	5	RPL22
0.00631727497763458	1.89571070034382	0.405	0	1	5	KIF13A
0.00634037241404264	-0.593290003503935	0.275	0.667	1	5	GDI2
0.0063681720207519	-0.674398308635273	0.143	0.417	1	5	DEAF1
0.00640538836960426	-0.406709535348407	0.059	0.25	1	5	TPMT
0.00642313480044686	-0.356336159440215	0.03	0.167	1	5	SGCD
0.00643437789643266	-0.420987122426449	0.992	1	1	5	RPL26
0.00645105772896771	-0.528203760407084	0.181	0.5	1	5	SDHC
0.00648029574776403	0.98310947798191	0.914	0.917	1	5	STAT4
0.00656456314280852	-0.253373825126452	0.03	0.167	1	5	TUT1
0.00658602303428786	-0.557515331475125	0.279	0.667	1	5	ZNF131
0.00659512277988784	-0.366256034444305	0.092	0.333	1	5	PYROXD1
0.00673582931908378	-0.326824823715083	0.03	0.167	1	5	TMOD2
0.00675901050547125	-0.409535726054025	0.093	0.333	1	5	CLOCK
