p_val	avg_log2FC	pct.1	pct.2	p_val_adj	gene
0	1.04164285785445	0.994	0.863	0	HLA-C
0	1.11387240382529	1	0.964	0	HLA-B
0	0.628904007187713	1	0.997	0	RPS18
0	-1.36925280524296	0.934	0.983	0	RPS10
0	0.324246068472879	0.991	0.969	0	RPL10A
0	0.381707564295188	1	1	0	EEF1A1
0	-0.766097501929552	0.792	0.865	0	BACH2
0	-0.550232272570697	0.849	0.872	0	FYN
0	1.67039620865591	0.642	0.018	0	SLC35F1
0	-0.830165567415027	0.544	0.65	0	HIVEP2
0	-1.1767805827015	0.428	0.555	0	SOD2
0	0.629159744311605	0.923	0.649	0	PPIA
0	0.424454730969302	0.3	0.1	0	SBDS
0	0.646294963724159	0.297	0.035	0	ARF5
0	-0.787781678683151	0.599	0.691	0	BRAF
0	0.482454479083148	0.576	0.29	0	GSTK1
0	-0.698773260788304	0.628	0.671	0	KAT6A
0	-0.692673313059132	0.917	0.918	0	RPL7
0	0.337139555001569	1	0.999	0	RPL30
0	-0.804054848657875	0.529	0.641	0	ZHX2
0	0.389952573663926	0.39	0.166	0	LY6E
0	0.417957290083045	0.998	0.99	0	RPS6
0	0.744746765904214	0.899	0.9	0	ANXA1
0	0.756270651637159	0.994	0.947	0	RPL35
0	-0.642247642636642	0.745	0.773	0	FNBP1
0	0.403712999905144	0.998	0.987	0	RPL7A
0	-1.08036050737562	0.471	0.625	0	ZEB1
0	0.572994077933899	0.599	0.314	0	IFITM2
0	1.99377704350571	0.665	0.024	0	IFITM1
0	0.444641556525061	0.967	0.847	0	RPL27A
0	0.547593307951371	0.176	0.015	0	MTRNR2L8
0	-0.857698241869393	0.579	0.696	0	PDE3B
0	0.388612705203932	0.552	0.27	0	COX8A
0	-0.611253644038401	0.668	0.752	0	NEAT1
0	0.564293273140402	0.937	0.71	0	CFL1
0	0.748734354388036	0.452	0.212	0	CTSW
0	-0.909740922904354	0.571	0.688	0	PACS1
0	0.489077797391714	1	0.997	0	RPS3
0	-0.877301045817619	0.53	0.69	0	MAML2
0	-0.659372045279412	0.861	0.884	0	SIK3
0	0.408530405418642	0.998	0.989	0	RPS25
0	0.525716695270599	0.918	0.675	0	HNRNPA1
0	3.32943900138326	0.999	0.691	0	RPS26
0	0.408597818346961	1	1	0	RPL41
0	-0.900857534992803	0.083	0.342	0	LYZ
0	0.71709687120643	0.269	0.007	0	AC138123.1
0	-0.906208368895523	0.259	0.438	0	BTBD11
0	0.416522339177554	0.996	0.978	0	RPL6
0	-0.871719153562839	0.492	0.621	0	MED13L
0	0.385601006250567	0.655	0.355	0	COX6A1
0	0.736526664499928	0.984	0.864	0	UBC
0	0.774760591017138	0.903	0.786	0	RGCC
0	0.780286466009926	0.672	0.405	0	TRAC
0	0.435612847373778	0.671	0.365	0	PSME1
0	1.08274295366804	0.998	0.965	0	RPS29
0	-0.912684145911598	0.396	0.595	0	SIPA1L1
0	0.982691391568601	0.626	0.355	0	FOS
0	0.97009450879563	0.977	0.927	0	CRIP1
0	0.596682142537765	1	1	0	B2M
0	-0.863312929522349	0.638	0.728	0	USP3
0	-0.867734242810115	0.626	0.719	0	HERC1
0	-0.781290686989006	0.659	0.739	0	DENND4A
0	-1.07912706995652	0.145	0.36	0	IGF1R
0	0.695564487230533	0.724	0.513	0	IL32
0	0.552685544408402	0.327	0.103	0	SOCS1
0	0.55674008148189	0.775	0.444	0	CORO1A
0	0.971425127014603	0.997	0.943	0	RPL23A
0	-1.0541966012824	0.644	0.793	0	SSH2
0	0.295383454629616	0.999	0.998	0	RPL19
0	0.430329771274453	0.999	0.987	0	EIF1
0	0.478632067411428	0.987	0.913	0	RPL27
0	0.391409840198089	0.169	0.022	0	KANSL1-AS1
0	0.654496565990364	0.23	0.005	0	ARL17B
0	0.444474654089211	0.36	0.152	0	TOB1
0	-1.1872846164402	0.737	0.892	0	PITPNC1
0	0.795989717627006	0.987	0.884	0	RPL38
0	0.722200489049963	0.735	0.416	0	SRSF2
0	0.466506661032868	0.455	0.199	0	EIF4A3
0	0.549616192984981	0.781	0.48	0	MYL12A
0	0.677557283132051	0.45	0.185	0	GZMM
0	0.633768815457386	0.532	0.262	0	GADD45B
0	0.438220819193585	0.908	0.674	0	EEF2
0	0.574905525297769	0.997	0.986	0	RPL36
0	0.515105133743475	1	0.998	0	RPS28
0	0.412516855198444	0.705	0.385	0	UBL5
0	0.506036199442156	0.534	0.233	0	ICAM3
0	0.355574939812627	0.999	0.997	0	RPL18A
0	-0.654770107525864	0.963	0.984	0	JUND
0	0.639678691121603	0.732	0.44	0	HCST
0	2.18532097532565	0.829	0.29	0	ZFP36
0	0.399574661844133	1	0.998	0	RPS19
0	0.568552618187293	0.875	0.587	0	NOP53
0	-0.720511250790152	0.93	0.949	0	RPL13A
0	-0.401144029398817	0.963	0.947	0	RPS11
0	0.553289444969275	0.816	0.539	0	MYADM
0	0.343228757290956	0.401	0.175	0	NDUFA3
0	0.565790529680301	0.999	0.982	0	RPS9
0	0.302642045845645	1	1	0	RPL28
0	-0.682355747483863	0.709	0.735	0	STK4
0	-1.16705014345383	0.236	0.532	0	TSHZ2
0	0.713312545128392	0.999	0.988	0	RPS21
0	0.47393325662639	0.544	0.265	0	CSTB
0	0.496608096243417	0.554	0.265	0	RAC2
0	0.612292311572027	0.999	0.992	0	RPL3
0	-0.755696314458217	0.678	0.729	0	TNRC6B
0	0.485092137127777	0.284	0.069	0	RRP7A
0	0.626390110943352	1	0.998	0	TMSB4X
0	0.52224670588317	0.53	0.245	0	PLP2
0	0.445349233715382	0.606	0.331	0	IL2RG
0	0.559443892745496	0.249	0.083	0	CXCR3
0	0.533968071641522	0.991	0.956	0	RPL36A
0	0.783175262569837	0.94	0.766	0	TSC22D3
0	0.47212674023111	0.584	0.268	0	NDUFA1
0	0.381913345741451	1	1	0	RPL10
0	-0.577835322956137	0.958	0.907	0	MT-ND1
0	-0.80508494364725	0.921	0.902	0	MT-ND2
0	-0.352094320631489	0.998	0.966	0	MT-CO1
0	-0.636837679594076	0.999	0.979	0	MT-CO2
0	0.433743175736374	0.258	0.069	0	MT-ATP8
0	-0.793369005967913	0.993	0.969	0	MT-ATP6
0	-1.09282925102834	0.997	0.978	0	MT-CO3
0	-0.973615327840417	0.981	0.953	0	MT-ND4
0	-0.927221534241497	0.993	0.969	0	MT-CYB
3.13733281821432e-307	0.431820931897972	0.803	0.523	1.14829518479462e-302	SNHG6
6.11903366539498e-307	0.52334583158842	0.878	0.661	2.23962751187122e-302	HSPA8
8.01071522178725e-305	0.387693401018454	0.446	0.21	2.93200187832635e-300	MT-ND4L
1.21095400100637e-304	0.832149892645848	0.533	0.308	4.43221273908343e-300	DUSP2
2.15071729214144e-301	0.702093456974042	0.53	0.29	7.87184036096689e-297	JUN
3.04316933688366e-301	0.413924159928373	0.888	0.651	1.11383040899279e-296	YBX1
3.56903528237929e-301	0.370255071391981	0.55	0.283	1.30630260370364e-296	ATP5F1B
5.9576924096966e-299	0.419657837908511	0.357	0.154	2.18057499887305e-294	PTGER4
1.43214711917243e-297	-0.7294548313067	0.546	0.633	5.24180167088302e-293	LINC01619
1.26626724890034e-296	0.384373949953439	0.951	0.775	4.63466475770014e-292	ARHGDIB
2.05672533506496e-294	0.48793627699096	0.683	0.434	7.52782039887126e-290	CD3E
5.28284816472272e-294	0.449267833156171	0.941	0.771	1.93357525677016e-289	PFN1
1.75434983201582e-293	0.446402426683725	0.424	0.201	6.42109582016111e-289	ITGB2
8.53450212968553e-292	0.549805358242975	0.839	0.608	3.1237131244862e-287	KLF6
1.23443361397113e-291	-0.524505723689459	0.889	0.877	4.51815047049573e-287	HSP90AA1
3.70660345357202e-291	-0.875136257320566	0.204	0.381	1.3566539300419e-286	FHIT
2.23360154598819e-290	-0.762179206283631	0.533	0.628	8.17520501847137e-286	BTBD9
1.67736478245473e-289	0.337816315552229	0.49	0.243	6.13932284026256e-285	EIF3L
3.66596136218004e-289	0.371192470320212	0.448	0.216	1.34177851817152e-284	SLC3A2
2.69427504351192e-288	0.318531702542436	0.322	0.131	9.86131608675797e-284	MRPL33
4.50686677981574e-288	0.447885470704036	0.537	0.285	1.64955831008036e-283	TAGAP
1.67484937034293e-287	0.257597894189394	0.997	0.99	6.13011618039217e-283	RPL17
3.14537539807465e-287	0.363325386079512	0.55	0.287	1.1512388494493e-282	TRMT112
9.97812562766244e-287	0.369469088970762	0.881	0.609	3.65209376098073e-282	SRP14
1.90671798497322e-285	-0.723809804359991	0.531	0.633	6.9787784968005e-281	BICDL1
4.6054359938948e-284	0.290397497015812	0.223	0.072	1.68563562812543e-279	NDUFB3
7.56711641571121e-284	0.376762675694153	0.661	0.378	2.76964027931446e-279	EIF3G
2.083371221894e-283	0.489168210863885	0.301	0.124	7.62534700925423e-279	AQP3
3.25175806968053e-283	0.363748030814195	0.412	0.192	1.19017597108377e-278	ARL4A
2.30495341350064e-282	0.328134042552573	0.389	0.175	8.43635998875368e-278	PRDX2
2.51662075706907e-281	0.401348744280849	0.326	0.138	9.2110836329485e-277	BHLHE40
2.55611129902095e-280	0.322430470946178	0.39	0.176	9.35562296554658e-276	FKBP8
2.0747248564085e-279	-0.667590995843842	0.65	0.692	7.59370044694076e-275	AKT3
2.47479599186165e-279	0.300167053579162	0.328	0.136	9.05800080981284e-275	ROMO1
2.7521232004868e-279	0.337658886782964	0.529	0.272	1.00730461261018e-274	EIF3D
3.53178051085978e-279	0.411617775020955	0.557	0.303	1.29266698477979e-274	PLAAT4
9.83870881580541e-279	0.37928952444059	0.725	0.435	3.60106581367294e-274	SSR2
9.0150434885012e-278	0.443272724127101	0.891	0.711	3.29959606722632e-273	CD52
7.61583607566612e-277	0.350042862205455	0.356	0.157	2.78747216205455e-272	PAXX
2.20044018159227e-276	0.327279724426706	0.211	0.067	8.05383110864587e-272	CTSA
4.90399601954905e-276	0.312439075235167	0.489	0.242	1.79491158311515e-271	MAGOH
6.58259964371835e-276	0.357733693793635	0.938	0.767	2.40929729559735e-271	TOMM7
8.95887724502098e-276	-0.515709798407038	0.738	0.791	3.27903866045013e-271	CD247
1.36686311952235e-275	0.314155082721786	0.391	0.177	5.00285570376374e-271	PET100
3.82523320983536e-274	0.429856838811344	0.807	0.55	1.40007360713184e-269	TLE5
1.24622712237788e-273	0.319730849969004	0.438	0.21	4.56131589061528e-269	DAD1
7.34647268424657e-273	0.407533419610023	0.456	0.228	2.68888246716109e-268	ABHD17A
5.50444603679425e-271	-0.677733864008851	0.591	0.656	2.01468229392706e-266	PRKCH
2.80629951685994e-270	0.323523928022999	0.387	0.178	1.02713368616591e-265	BSG
4.20104566294829e-270	-1.07543628030639	0.139	0.307	1.5376247230957e-265	IER3
4.51880025244477e-269	0.34952830041852	0.729	0.431	1.65392608039731e-264	SAP18
1.79687609692791e-268	-0.674953619941999	0.635	0.673	6.57674620236585e-264	CNOT6L
1.18942709988029e-267	0.337320308434108	0.59	0.323	4.35342212827186e-263	PPIB
1.08591133731833e-266	0.418201301028382	0.982	0.923	3.97454408571881e-262	BTG1
4.6945210799214e-264	0.27623237294373	0.257	0.096	1.71824166046203e-259	ABT1
4.996850007141e-264	0.315017059877248	0.541	0.283	1.82889707111368e-259	KRTCAP2
6.4813078133713e-264	0.317667309344657	0.534	0.279	2.37222347277203e-259	SNRPF
5.78957432268097e-262	-0.852525009441081	0.279	0.426	2.11904209784446e-257	MLLT3
1.80354028734366e-260	0.298772976129706	0.254	0.096	6.60113780570651e-256	SRPRA
1.04951051389132e-259	-0.784934284639444	0.405	0.515	3.84131343189362e-255	FOXO1
8.39566730732117e-256	-0.783155270583771	0.383	0.504	3.07289819115262e-251	SERINC5
2.07458446305246e-253	0.272418095375199	0.134	0.03	7.5931865932183e-249	KMT2E-AS1
3.0907278761004e-253	0.682359826008871	0.738	0.548	1.13123730993151e-248	TRBC2
7.34733940626782e-253	0.307391045581503	0.43	0.212	2.68919969608808e-248	C1QBP
1.10666053330562e-252	0.285052229131884	0.296	0.123	4.05048821795189e-248	BCL7B
2.33160440792336e-252	0.300424849229433	0.351	0.159	8.5339052934403e-248	RAD23A
9.04248578830512e-252	0.556779681873821	0.754	0.522	3.30964022337756e-247	LDHA
1.41118187693856e-251	0.273204483140407	0.475	0.237	5.16506678778284e-247	ATP5MF
7.60967322572353e-250	0.28565584493483	0.28	0.114	2.78521649734707e-245	DDOST
2.58940657550568e-249	0.448420580390315	0.926	0.755	9.47748700700833e-245	GAPDH
4.77990372147919e-249	0.411033696176233	0.417	0.208	1.7494925610986e-244	UBE2S
7.27982755028646e-249	0.362975337114106	0.524	0.285	2.66448968168035e-244	RBM38
1.62335476621415e-248	0.29511236026257	0.375	0.174	5.94164077982043e-244	SNRPN
5.29575883869856e-248	0.309631777425215	0.604	0.336	1.93830069255206e-243	POLR2L
2.56641494313832e-247	-0.562028734316324	0.335	0.533	9.39333533338056e-243	ZEB2
2.18040748882878e-246	-0.712789458041894	0.444	0.547	7.98050944986222e-242	ZFAND3
2.71513043275483e-245	-0.750797121962356	0.389	0.496	9.93764889692595e-241	KDM6A
9.6406034458664e-245	0.324904763238914	0.189	0.061	3.52855726722156e-240	FAS
3.1344625076701e-243	-0.886851308485483	0.139	0.289	1.14724462243233e-238	FILIP1L
1.31221377384277e-240	0.339285174224192	0.423	0.213	4.80283363364191e-236	PIM3
7.24459875031359e-240	0.283182918878219	0.376	0.177	2.65159558860228e-235	PSMB8
1.4232344713851e-238	0.344217387825778	0.413	0.208	5.2091804887166e-234	SNHG16
6.62426101480375e-237	0.409518034404336	0.225	0.084	2.42454577402832e-232	MT1X
4.26964796648887e-236	-0.478864375268523	0.835	0.82	1.56273385221459e-231	ANKRD12
2.22187491356679e-235	0.281741899442953	0.347	0.16	8.13228437114582e-231	EIF4H
9.37860512353429e-235	-0.726512783138334	0.078	0.219	3.43266326126479e-230	HSPA1A
2.20915808372781e-234	-0.954732386922271	0.036	0.162	8.08573950225217e-230	CCL3
2.59094046038445e-233	0.272542406708755	0.39	0.188	9.48310117905313e-229	MED10
3.32428363038405e-232	0.266138375958324	0.404	0.197	1.21672105155687e-227	TOMM5
6.28324673904216e-232	0.261045050888935	0.262	0.106	2.29973113895682e-227	PPP1R11
5.4958025670903e-231	0.387635927340185	0.872	0.642	2.01151869758072e-226	CYBA
4.25565715831855e-230	0.300436136874013	0.225	0.085	1.55761307651617e-225	BTN3A2
6.18814306416947e-230	0.33012831818717	0.332	0.154	2.26492224291667e-225	ARHGAP9
2.80018410201265e-229	-0.717773935405369	0.444	0.537	1.02489538317765e-224	TGFBR2
2.3728405362486e-227	0.355454215802392	0.469	0.254	8.6848336467235e-223	ORAI1
3.85342833391723e-227	0.301668352728908	0.175	0.056	1.41039330449704e-222	H2AFX
8.16228472247829e-227	0.34263817707339	0.7	0.429	2.98747783127428e-222	CD53
1.09087803181003e-226	-0.796619416541111	0.266	0.415	3.99272268422788e-222	SESN3
1.47407169151255e-226	0.269592349971535	0.341	0.158	5.39524979810509e-222	SRP9
1.49070111927196e-226	0.2919041418014	0.461	0.241	5.45611516664731e-222	GTF3A
1.51555876946548e-226	0.265343600117384	0.283	0.121	5.54709665212059e-222	SSBP4
1.72495211827497e-226	0.260029913970395	0.345	0.161	6.31349724809823e-222	EMC7
3.55520235681056e-226	0.26670835675199	0.474	0.247	1.30123961461623e-221	NDUFB4
8.92963216063606e-226	0.256638186709898	0.303	0.133	3.26833466711441e-221	TNFRSF14
2.04730593506685e-225	0.260951701022415	0.36	0.171	7.49334445293818e-221	BLOC1S1
5.02743996239476e-225	0.333520699271143	0.774	0.501	1.8400933006361e-220	EIF3F
1.22802433058324e-224	0.28180886193167	0.307	0.138	4.49469185236772e-220	CEBPZ
1.1579027400443e-223	-0.552219865236445	0.682	0.694	4.23803981883614e-219	CHD2
1.3228827813317e-223	-0.641298119024984	0.563	0.616	4.84188326795217e-219	FBXO11
1.95402788497129e-223	0.29192893492297	0.365	0.176	7.15193746178341e-219	SEPTIN1
2.33227219175567e-223	0.287576186058204	0.976	0.877	8.53634944904494e-219	RPL36AL
4.6319623757811e-223	0.277249802795327	0.286	0.124	1.69534454915964e-218	DDX39A
1.97082499144994e-222	0.29445387540206	0.688	0.414	7.21341655120593e-218	UQCR11
4.74288930500345e-222	0.295058298350588	0.163	0.051	1.73594491452431e-217	PERP
1.88341535745139e-221	-0.630471996962084	0.529	0.6	6.89348854980784e-217	RUNX1
3.2835539947891e-221	0.569505691832685	0.866	0.745	1.20181359763276e-216	S100A4
4.04059408353245e-221	0.325106793027734	0.333	0.157	1.47889784051371e-216	TENT5C
3.71083395450187e-220	0.252755298522019	0.177	0.058	1.35820233568723e-215	TMEM109
2.80242922422255e-219	0.264948252898186	0.253	0.104	1.0257171203577e-214	ANXA6
5.20358628423593e-219	0.403548770706	0.6	0.361	1.90456461589319e-214	IRF1
1.24741944934287e-218	0.290365014315137	0.377	0.187	4.56567992653985e-214	ACAP1
1.46383754544301e-217	0.270595308452898	0.543	0.299	5.35779180007596e-213	ARL6IP4
2.03544089928485e-217	0.310016082023851	0.927	0.743	7.44991723547248e-213	COX7C
3.10711090249487e-217	0.274372720322309	0.398	0.2	1.13723366142215e-212	TSTD1
1.16754185473687e-216	0.285360849327755	0.973	0.891	4.27331994252241e-212	RPL4
5.97853786185674e-216	0.303255157556836	0.358	0.176	2.18820464281819e-211	LYSMD2
2.31429531725349e-214	0.269545918461362	0.215	0.082	8.47055229067951e-210	SYTL1
2.67447782440677e-214	0.254489565991146	0.476	0.254	9.78885628511123e-210	TMEM258
1.84901224664538e-213	0.327925283208341	0.521	0.294	6.76756972394676e-209	PBXIP1
2.83233574390336e-213	0.31241691466132	0.719	0.451	1.03666320562607e-208	SNRPD2
5.43303159908033e-213	-0.584303412566208	0.677	0.692	1.98854389557939e-208	SMCHD1
6.08022449887284e-213	-0.705678982611283	0.441	0.521	2.22542296883245e-208	RASA2
6.66317404347569e-212	0.907816928826185	0.213	0.09	2.43878833165254e-207	GZMK
8.36974789846324e-212	-0.532817911496215	0.755	0.745	3.06341142831653e-207	ARHGAP15
2.2828735488415e-211	0.259163477653799	0.463	0.245	8.35554547611477e-207	ILF2
1.12925758203995e-210	-0.693675856272554	0.448	0.527	4.13319567602442e-206	ARID1B
2.25535593230914e-208	0.59188747709958	0.764	0.551	8.25482824784467e-204	JUNB
6.61316011954e-208	-0.518422236888286	0.73	0.728	2.42048273535283e-203	JMJD1C
8.37643117270967e-208	0.315529009932576	0.456	0.249	3.06585757352347e-203	PLK3
2.6261881499293e-207	0.279220679906831	0.326	0.155	9.61211124755623e-203	CSRNP1
2.75025002924072e-207	0.470387338541348	0.789	0.541	1.0066190132024e-202	CD37
3.45638561685953e-207	0.418548792424015	0.61	0.394	1.26507169962676e-202	CD2
5.89179469954446e-207	-0.542178075114358	0.651	0.706	2.15645577798027e-202	RALGAPA1
9.66160130051796e-207	0.327018018611615	0.608	0.364	3.53624269200258e-202	CLIC1
2.22862582419254e-206	-0.755877509328014	0.257	0.379	8.15699337912712e-202	AC016831.5
2.40820212274523e-205	-0.500934788259261	0.771	0.76	8.81426058945983e-201	PPP2R5C
3.22128721921027e-205	0.35488464238009	0.902	0.714	1.17902333510315e-200	FXYD5
4.40008591847122e-205	0.33833358847007	0.487	0.274	1.61047544701965e-200	S1PR4
1.15577538734249e-204	0.35658015818429	0.585	0.347	4.23025349521223e-200	PPP1R15A
9.56942798146168e-203	0.320196806475642	0.318	0.153	3.50250633549479e-198	ALOX5AP
1.25179260108246e-202	-0.426678955123721	0.113	0.261	4.58168609922192e-198	CST3
6.55020426399308e-200	0.309904934192457	0.632	0.382	2.39744026266411e-195	LSP1
1.42464263894658e-199	0.304871326842135	0.567	0.334	5.2143345228084e-195	SLC25A5
1.95664731109271e-198	0.279283402379363	0.689	0.424	7.16152482333043e-194	COX6C
8.2450368514985e-197	-0.582518843632079	0.609	0.654	3.01776593801696e-192	FYB1
2.80177190542903e-196	0.266171964920419	0.323	0.158	1.02547653510608e-191	XPC
1.96998661933782e-195	0.339998703660916	0.132	0.038	7.21034802543834e-191	NCR3
8.63636519414706e-195	0.252631215936147	0.427	0.226	3.16099602470976e-190	CDC37
1.48299075816533e-193	0.303421198028111	0.665	0.412	5.42789447396094e-189	PGK1
1.81853925877804e-193	0.279193436350202	0.959	0.863	6.65603554105352e-189	EEF1G
2.97301395125335e-193	0.454724649033639	0.638	0.418	1.08815283629824e-188	SQSTM1
6.40344869508028e-193	0.277801193585692	0.337	0.168	2.34372625688633e-188	NSMCE3
6.17854188818889e-191	0.527892475670205	0.597	0.382	2.26140811649602e-186	CD69
1.79972574231389e-190	0.308690995559562	0.57	0.339	6.58717618944308e-186	ARL6IP5
5.65346122461391e-190	-0.679368291282478	0.412	0.494	2.06922334282094e-185	TUT4
6.04644885776032e-190	0.253751058461225	0.165	0.057	2.21306074642886e-185	MRPL10
6.11976584886367e-190	0.309463846825869	0.805	0.558	2.23989549834259e-185	MIF
2.01082131162521e-189	0.251454979330601	0.152	0.05	7.35980708267941e-185	RHOC
4.42121382490922e-189	-0.603282227492173	0.571	0.622	1.61820847205502e-184	BCL11B
5.44480976333337e-188	0.347049735822541	0.518	0.312	1.99285482147765e-183	FLT3LG
8.90182512101466e-187	0.277075049981161	0.444	0.246	3.25815701254258e-182	TMEM243
1.36979305200438e-186	0.303293069652413	0.457	0.257	5.01357954964122e-182	LIME1
2.04205244177713e-186	0.255524417775267	0.319	0.157	7.47411614214847e-182	TBCC
2.605224445537e-185	0.253898468520202	0.376	0.196	9.53538199310996e-181	LINC01138
2.27849741060664e-184	0.500977136813482	0.214	0.093	8.33952837256136e-180	CD8A
5.57615843894132e-184	-0.74664998042815	0.191	0.327	2.04092975023691e-179	DENND5A
7.2293468789371e-184	-0.648923592064017	0.034	0.139	2.64601325115977e-179	S100A12
1.10126445845092e-183	0.297828317614028	0.859	0.632	4.0307380443762e-179	COMMD6
1.59988472194413e-183	-0.489938801315183	0.702	0.69	5.8557380707877e-179	RAP1B
1.35180039785627e-182	0.312293618109478	0.225	0.097	4.94772463619375e-178	CITED2
6.54178121061924e-182	0.251714072953599	0.6	0.355	2.39435734089875e-177	UBXN1
2.1871773047917e-180	0.256721790197574	0.679	0.421	8.00528765326809e-176	NDUFA4
4.79920377252639e-180	0.270964045062565	0.975	0.913	1.75655657278239e-175	EEF1B2
1.37474476747745e-179	0.633614595394395	0.958	0.944	5.03170332344421e-175	VIM
4.33209497601631e-179	-0.572265213021586	0.621	0.644	1.58559008217173e-174	ABLIM1
4.52272489542491e-178	0.253576058650832	0.551	0.323	1.65536253897447e-173	ENO1
7.42125068413545e-178	0.328005266133617	0.521	0.313	2.71625196290042e-173	ANXA2
3.13023888914291e-177	-0.477326932473018	0.724	0.729	1.1456987358152e-172	FOXN3
4.79283928153246e-177	0.397356600675018	0.77	0.542	1.7542271054337e-172	SRSF7
7.62574371933147e-176	-0.495976035120256	0.709	0.679	2.79109845871251e-171	EIF3E
8.92981300205538e-176	0.251142799120741	0.692	0.432	3.26840085688229e-171	CNBP
4.94085640559697e-174	0.273231065389221	0.282	0.137	1.80840285301255e-169	CRIP2
9.61106686752408e-174	0.331462868055733	0.375	0.206	3.51774658418249e-169	GATA3
3.46836479903881e-173	-0.513962910512356	0.681	0.681	1.26945620009619e-168	CELF2
9.41956898348337e-172	-0.550220201522454	0.579	0.626	3.44765644364475e-167	ZSWIM6
5.2136765990923e-171	0.280312237056124	0.683	0.44	1.90825777203377e-166	CD48
5.67538370929873e-171	0.290448819248627	0.808	0.564	2.07724719144043e-166	PPDPF
6.38877501434082e-171	0.389627215533308	0.207	0.091	2.33835554299889e-166	CCR6
6.88367148586161e-171	-0.637142334930814	0.527	0.571	2.51949260054021e-166	RFX3
2.55109103227464e-170	-0.679629610876462	0.078	0.191	9.3372482872284e-166	GRAMD1B
1.88238573343026e-169	0.278576059176072	0.42	0.237	6.8897200229281e-165	PNP
2.46761300553695e-166	-0.613263269170219	0.5	0.543	9.0317103615658e-162	PAN3
5.94786535682403e-166	0.252990113650471	0.282	0.139	2.17697819925116e-161	AHI1
2.43871563636702e-164	-0.643911336206769	0.123	0.237	8.92594310066693e-160	USP3-AS1
2.75151420243536e-164	-0.705239566346537	0.349	0.437	1.00708171323337e-159	AC058791.1
3.7671504607217e-164	0.260601076920421	0.528	0.315	1.37881474012875e-159	CD81
3.53040679363748e-163	-0.388859893869749	0.829	0.816	1.29216419053925e-158	AKAP13
8.43499579285139e-163	-0.662775160058942	0.38	0.46	3.08729281014154e-158	RASSF3
2.01285343757772e-161	-0.554137146130071	0.15	0.286	7.36724486687823e-157	FCER1G
2.44692713032667e-161	0.41017841962239	0.225	0.105	8.95599798970864e-157	RGS1
1.67027249608983e-160	-0.647069906620967	0.03	0.121	6.11336436293839e-156	C15orf48
1.1490459078478e-159	-0.650057761037832	0.372	0.45	4.20562292731372e-155	GATAD2B
3.32612892352694e-159	-0.569165779711278	0.523	0.588	1.21739644730009e-154	CAMK4
1.51594751089691e-158	0.252158468434784	0.736	0.484	5.54851948463379e-154	RAN
1.63202258672717e-158	0.294253334187703	0.584	0.368	5.97336586968012e-154	YWHAQ
1.9554156875554e-158	-1.11036880736312	0.118	0.242	7.15701695802153e-154	IGKC
1.38231399017825e-157	-0.623154770900457	0.442	0.509	5.05940743545142e-153	NCOA3
